2520,1,9
2525,2,6
2529,0,9
2532,1,8
2534,0,8
2537,2,6
2540,2,9
2556,1,7
2573,2,9
2574,2,7
2579,1,6
2586,1,7
2591,0,8
2621,2,8
2624,2,7
2636,2,7
2638,0,7
2644,0,6
2665,2,7
2666,0,8
2668,2,6
2672,2,9
2684,0,6
2686,2,9
2688,0,9
2690,1,6
2695,0,7
2703,2,7
2709,0,7
2710,1,6
2719,0,8
2724,2,6
2728,0,8
2740,0,9
2757,2,7
2775,1,9
2780,1,6
2781,0,9
2787,1,9
2789,2,9
2790,1,8
2794,0,8
2796,1,8
2810,1,7
2813,1,9
2826,2,8
2838,0,8
2844,1,6
2847,0,6
2850,0,9
2854,1,6
2861,0,9
2875,1,8
2876,1,9
2877,2,9
2881,1,8
2891,0,6
2894,1,9
2895,2,8
2901,2,7
2902,0,6
2908,0,8
2920,1,6
2926,1,7
2927,0,9
2933,0,8
2936,2,8
2940,1,7
2943,0,9
2945,0,6
2946,1,6
2951,1,8
2967,0,6
2972,1,6
2984,0,8
2985,0,6
2987,2,6
2993,1,8
2998,2,9
3017,1,6
3019,1,9
3028,0,9
3040,0,8
3044,2,6
3049,1,6
3050,2,7
3051,0,8
3054,1,8
3060,0,7
3062,0,8
3064,0,7
3075,1,9
3076,1,6
3077,2,7
3078,2,7
3079,2,7
3080,1,6
3081,1,8
3083,0,8
3095,2,7
3096,2,6
3097,2,8
3103,0,9
3108,1,7
3118,2,7
3128,1,7
3130,2,9
3138,2,9
3141,2,6
3145,2,7
3153,2,8
3156,0,9
3157,0,9
3173,1,7
3181,1,9
3193,1,6
3194,1,9
3197,1,9
3200,1,7
3203,2,9
3204,0,6
3210,0,7
3217,0,6
3218,1,8
3219,2,6
3220,1,7
3222,0,9
3232,0,8
3234,2,6
3236,1,9
3246,1,7
3247,2,9
3254,0,8
3255,2,6
3271,0,6
3286,1,8
3295,1,7
3306,1,8
3312,1,7
3316,0,6
3329,1,7
3331,0,7
3332,1,6
3349,1,9
3359,2,9
3363,0,6
3368,2,7
3374,1,6
3380,1,7
3385,1,6
3390,2,6
3413,2,9
3416,1,7
3421,1,8
3422,0,6
3424,0,7
3445,2,6
3453,2,9
3458,0,6
3471,0,8
3475,1,9
3483,1,7
3484,1,6
3486,0,7
3491,2,9
3497,1,8
3499,2,8
3501,1,6
3508,2,6
3513,1,6
3516,0,6
3530,1,8
3537,1,8
3542,1,7
3557,0,7
3562,1,9
3563,1,6
3571,2,9
3576,2,7
3605,2,9
3606,1,9
3612,1,6
3624,1,8
3628,0,7
3630,1,9
3633,1,9
3634,0,7
3637,2,6
3639,2,7
3648,0,8
3649,2,6
3655,0,8
3660,0,8
3663,2,7
3666,2,7
3670,1,6
3673,1,6
3682,0,8
3686,2,8
3689,1,9
3690,2,7
3697,2,6
3704,1,9
3706,0,7
3710,1,9
3714,1,7
3716,2,9
3724,2,7
3727,2,9
3731,1,9
3747,1,8
3748,1,6
3752,1,6
3753,1,7
3754,2,9
3763,1,8
3766,0,9
3770,1,8
3786,0,6
3797,2,8
3798,0,8
3804,0,8
3807,2,6
3815,2,8
3819,2,7
3835,2,8
3853,2,8
3854,1,7
3860,0,8
3867,0,7
3868,1,8
3870,0,6
3872,2,8
3873,0,6
3877,1,8
3888,2,7
3889,0,7
3900,1,6
3913,0,9
3929,0,9
3934,1,7
3939,0,7
3943,1,7
3947,0,9
3948,2,6
3955,1,7
3972,0,7
3979,1,6
3982,1,8
3984,2,8
3987,1,9
4007,0,7
4014,2,6
4015,1,8
4016,0,6
4024,2,8
4026,1,7
4027,1,6
4046,0,8
4047,1,9
4051,2,6
4060,2,6
4068,0,7
4073,1,8
4076,0,8
4081,1,9
4082,2,6
4085,1,9
4086,2,9
4088,1,9
4091,1,8
4093,1,7
4094,0,6
4105,0,7
4106,1,9
4109,0,9
4118,1,7
4124,1,9
4142,1,8
4143,2,9
4144,1,6
4149,0,9
4152,0,6
4161,2,6
4169,1,7
4172,2,7
4187,1,9
4194,2,6
4195,1,8
4205,1,8
4234,0,8
4250,0,6
4256,1,8
4258,1,9
4269,1,6
4276,0,6
4279,1,8
4289,2,7
4302,1,8
4324,2,8
4329,2,7
4336,0,7
4344,1,6
4347,1,9
4351,0,8
4352,2,9
4356,1,7
4361,2,9
4380,0,6
4383,0,8
4386,2,6
4395,0,6
4404,0,7
4405,1,8
4416,2,7
4418,0,8
4424,0,8
4426,2,7
4433,1,8
4434,1,6
4439,1,6
4442,2,6
4443,1,7
4445,2,8
4447,0,9
4459,1,7
4473,1,7
4474,1,6
4482,1,8
4483,2,6
4487,1,6
4492,1,9
4519,0,9
4527,0,7
4557,1,6
4573,0,7
4577,1,6
4578,1,6
4580,1,9
4582,2,6
4585,1,8
4591,1,7
4592,1,8
4605,0,8
4611,1,7
4621,0,8
4648,0,9
4651,1,8
4660,1,6
4666,0,8
4667,0,6
4668,2,8
4673,1,8
4697,0,6
4698,2,7
4704,1,8
4706,1,6
4707,0,7
4717,0,7
4718,2,8
4719,0,8
4726,1,6
4733,1,6
4741,1,6
4742,2,7
4744,1,7
4753,1,8
4754,0,7
4772,2,8
4774,1,6
4775,0,7
4783,1,9
4788,1,6
4789,2,7
4791,0,6
4793,2,6
4811,2,7
4816,1,6
4818,1,6
4822,1,6
4824,0,6
4825,1,9
4828,2,8
4854,2,9
4858,1,9
4861,1,7
4864,1,9
4865,1,8
4866,0,6
4868,2,8
4875,1,7
4881,1,9
4886,0,9
4892,1,7
4893,1,8
4901,1,7
4911,2,6
4923,2,9
4931,0,8
4934,0,8
4939,0,8
4960,1,6
4961,0,6
4962,1,7
4981,0,6
4996,1,7
5007,0,9
5013,1,6
5016,2,7
5028,1,8
5042,1,8
5049,0,9
5053,2,6
5060,2,7
5061,1,6
5063,1,9
5064,0,8
5066,0,6
5075,2,8
5079,0,7
5081,0,7
5097,2,8
5101,2,8
5111,2,9
5112,0,8
5116,1,6
5118,0,6
5119,1,7
5133,2,6
5141,0,8
5145,2,8
5148,2,9
5152,1,9
5157,1,6
5162,2,7
5167,1,7
5168,2,8
5169,1,6
5173,1,8
5183,0,8
5195,1,6
5205,1,6
5207,2,6
5208,2,9
5211,2,9
5217,1,8
5227,2,8
5235,1,8
5238,2,6
5240,2,9
5247,1,6
5251,2,7
5261,0,7
5266,1,9
5272,0,6
5273,2,7
5274,1,8
5276,1,6
5280,0,7
5292,0,8
5293,2,8
5298,1,9
5303,2,6
5309,1,8
5313,1,8
5323,1,8
5332,1,7
5334,1,9
5340,1,8
5348,2,6
5351,0,6
5352,1,7
5356,2,9
5373,1,9
5377,1,6
5384,0,9
5385,1,8
5392,0,6
5399,2,6
5400,2,7
5413,1,9
5419,2,8
5422,2,8
5424,0,8
5425,1,9
5429,1,6
5431,1,9
5433,0,8
5441,1,7
5455,0,7
5474,1,8
5485,1,6
5486,2,9
5488,2,9
5494,0,8
5503,2,7
5510,1,9
5513,1,9
5519,2,9
5523,0,8
5527,2,8
5537,2,7
5539,1,9
5563,1,6
5577,0,8
5578,0,7
5582,0,6
5584,1,6
5586,1,6
5615,0,7
5623,2,8
5626,1,8
5630,1,7
5632,1,7
5642,2,9
5644,2,8
5647,0,8
5653,2,7
5655,2,7
5658,1,7
5663,0,8
5664,0,6
5665,0,6
5668,2,6
5676,1,6
5678,0,6
5680,2,7
5685,1,6
5697,1,9
5698,2,6
5701,2,8
5706,1,8
5717,1,8
5727,1,9
5747,0,8
5751,0,8
5755,1,6
5757,0,6
5761,2,6
5765,1,7
5774,2,8
5775,0,6
5777,0,7
5783,2,6
5785,0,6
5791,1,7
5808,2,6
5809,0,6
5812,2,6
5813,0,9
5814,0,9
5820,2,7
5827,1,9
5830,2,7
5831,0,9
5833,1,8
5836,1,9
5846,1,8
5847,1,9
5848,1,6
5850,0,7
5853,0,6
5855,1,8
5863,1,8
5875,1,8
5881,0,6
5887,1,8
5897,1,9
5907,1,8
5912,0,6
5916,2,8
5919,1,9
5923,1,7
5947,2,6
5951,2,7
5963,1,7
5965,1,8
5966,0,6
5980,0,9
5982,0,8
5984,2,8
5986,1,8
5990,1,8
5993,1,6
6000,1,6
6003,1,8
6011,2,7
6018,2,8
6037,0,9
6042,1,7
6046,1,8
6051,2,7
6054,0,6
6055,1,6
6066,2,9
6067,0,8
6075,0,6
6080,0,9
6088,0,7
6104,1,9
6118,1,8
6122,2,7
6123,2,9
6126,1,6
6140,2,7
6143,2,8
6147,0,6
6149,0,8
6165,2,7
6166,0,8
6177,0,7
6190,1,9
6191,1,8
6202,0,6
6216,2,6
6220,1,8
6223,0,7
6231,2,6
6238,0,7
6239,0,9
6240,0,6
6242,0,6
6244,1,8
6247,0,7
6255,2,7
6266,1,8
6272,1,7
6288,0,7
6298,2,6
6303,2,7
6308,0,8
6309,0,6
6318,1,7
6323,0,8
6325,1,7
6335,2,6
6352,0,9
6353,0,6
6357,2,6
6358,0,9
6362,1,7
6365,0,9
6366,0,6
6375,2,7
6376,2,8
6377,1,9
6385,1,9
6389,0,9
6390,1,7
6392,2,9
6404,1,9
6416,2,7
6417,1,9
6420,0,9
6426,0,7
6446,2,7
6448,2,7
6451,2,8
6452,0,6
6453,1,9
6462,0,9
6463,1,7
6466,0,7
6474,0,8
6496,1,6
6500,1,6
6501,2,9
6507,1,8
6510,2,9
6511,2,6
6519,1,6
6522,2,6
6528,0,7
6542,2,6
6544,1,6
6545,1,7
6550,2,8
6552,0,8
6555,0,6
6560,0,7
6568,0,8
6574,1,7
6580,1,7
6603,2,9
6605,1,7
6615,2,6
6623,2,9
6639,2,6
6648,1,8
6650,2,6
6665,0,8
6669,2,8
6677,1,6
6680,2,9
6698,0,8
6699,0,6
6707,1,8
6716,1,7
6720,2,8
6722,2,7
6730,0,6
6734,1,9
6738,2,7
6744,0,6
6760,2,7
6761,1,7
6763,2,6
6768,0,6
6770,0,6
6771,0,9
6773,0,9
6795,1,9
6798,0,7
6800,0,7
6802,0,8
6810,0,7
6828,2,9
6835,1,9
6841,0,9
6842,0,6
6845,1,7
6863,0,6
6870,2,9
6871,1,9
6874,2,6
6875,1,7
6895,2,6
6898,2,6
6899,2,8
6905,1,6
6910,0,9
6920,0,6
6924,2,8
6931,0,7
6940,0,9
6949,2,6
6964,2,7
6970,0,9
6973,1,9
6975,2,6
6998,2,8
7001,0,7
7017,1,9
7041,2,8
7055,1,6
7058,0,8
7059,2,8
7063,2,8
7066,1,6
7067,1,8
7091,2,7
7092,1,8
7095,0,9
7109,1,7
7111,2,6
7152,1,6
7154,0,6
7157,2,9
7159,0,6
7198,1,8
7210,1,7
7217,2,7
7220,1,9
7221,1,6
7226,1,6
7234,1,8
7236,2,6
7238,2,7
7240,1,8
7241,1,7
7258,0,7
7270,0,7
7271,1,7
7293,1,8
7305,2,8
7312,1,7
7322,2,9
7328,2,9
7329,2,7
7338,0,7
7344,1,9
7346,1,6
7349,0,8
7350,0,7
7359,1,8
7362,0,7
7366,2,6
7369,1,7
7381,1,8
7401,1,7
7403,0,6
7412,0,6
7415,0,7
7424,1,8
7429,2,6
7433,1,8
7434,2,6
7440,0,7
7442,1,9
7449,1,8
7476,2,6
7488,2,9
7491,1,8
7493,1,8
7497,1,6
7511,2,7
7516,2,9
7525,1,9
7526,0,8
7530,0,7
7535,0,8
7540,1,9
7542,0,7
7556,2,6
7566,1,6
7583,1,6
7586,1,7
7597,0,7
7613,2,8
7617,2,7
7634,2,7
7651,2,6
7656,1,8
7664,1,6
7669,1,8
7676,1,6
7681,1,8
7684,0,8
7689,0,8
7692,2,9
7704,0,6
7709,2,7
7717,0,7
7731,2,7
7745,1,9
7755,2,6
7758,2,7
7762,1,9
7764,0,6
7770,2,6
7772,2,6
7780,2,8
7782,0,8
7783,1,6
7791,2,8
7793,1,8
7800,1,9
7802,0,7
7815,0,8
7824,0,8
7829,1,6
7832,2,9
7840,0,8
7844,1,7
7853,2,9
7855,0,6
7857,1,6
7860,2,9
7862,1,7
7864,1,7
7866,1,7
7869,0,8
7875,2,8
7883,0,6
7893,1,6
7894,0,7
7896,0,7
7899,2,8
7901,0,7
7904,1,7
7918,0,6
7932,1,6
7933,0,9
7939,1,8
7943,0,8
7950,2,6
7951,1,6
7953,1,8
7958,1,8
7962,0,9
7964,2,9
7971,1,6
7983,1,7
7984,1,7
7987,1,6
7988,0,7
7995,1,6
8002,2,7
8008,1,7
8022,1,7
8024,0,6
8036,2,8
8041,1,7
8052,0,6
8067,0,7
8072,1,8
8073,1,9
8075,0,9
8090,1,9
8091,1,9
8099,0,8
8105,1,6
8112,1,6
8120,0,8
8135,1,7
8136,0,9
8154,0,9
8159,1,6
8160,1,9
8173,1,8
8174,2,8
8185,2,8
8186,0,6
8192,0,6
8194,0,9
8202,2,7
8219,1,7
8225,0,7
8246,2,6
8254,0,7
8259,0,6
8261,2,8
8270,0,8
8271,2,6
8273,1,6
8279,1,7
8283,1,7
8284,2,7
8289,0,7
8301,1,8
8315,0,8
8328,0,6
8334,0,9
8336,2,7
8349,1,8
8356,1,7
8365,1,8
8366,1,6
8367,0,9
8369,1,7
8373,1,7
8375,1,9
8383,1,7
8390,1,8
8396,2,7
8397,1,9
8400,1,8
8402,1,7
8406,0,9
8409,2,8
8420,0,8
8424,1,7
8427,1,7
8437,2,9
8439,2,7
8442,2,8
8445,1,6
8454,1,9
8456,1,9
8463,2,7
8476,1,9
8479,1,6
8483,1,9
8487,2,9
8492,0,9
8498,0,9
8509,2,8
8514,0,6
8518,0,7
8520,1,8
8521,1,9
8524,1,7
8539,1,9
8541,1,8
8542,0,6
8549,2,8
8563,2,6
8571,1,8
8580,0,6
8588,1,6
8590,2,8
8591,1,9
8593,0,7
8594,2,9
8596,0,6
8602,1,9
8607,0,6
8609,0,7
8611,0,6
8614,1,8
8618,2,7
8620,1,8
8628,1,7
8630,1,7
8640,2,7
8650,2,6
8654,2,6
8656,2,6
8657,2,7
8662,0,7
8671,1,6
8679,0,8
8686,1,8
8695,0,7
8696,2,7
8697,0,8
8698,0,6
8709,0,7
8712,1,6
8719,0,7
8721,2,7
8727,1,7
8728,2,9
8740,1,6
8741,0,8
8746,2,8
8748,2,6
8749,1,7
8751,1,6
8760,1,6
8764,0,7
8768,1,6
8771,1,6
8772,1,7
8778,1,6
8785,0,7
8786,2,8
8788,0,9
8791,1,6
8798,0,6
8801,1,9
8806,2,6
8813,2,9
8815,1,6
8822,2,9
8823,0,6
8826,2,6
8830,1,8
8831,0,7
8835,2,7
8840,2,8
8848,0,9
8853,1,6
8857,0,9
8860,2,9
8864,1,6
8869,1,6
8870,0,8
8873,0,8
8875,2,6
8883,0,8
8886,1,7
8888,1,6
8897,2,8
8919,0,7
8923,1,9
8925,1,9
8930,1,7
8933,1,8
8935,2,8
8936,1,6
8937,1,6
8941,1,6
8950,0,7
8951,2,7
8954,0,8
8955,2,7
8967,0,6
8972,1,8
8973,1,9
8978,2,7
8981,0,8
8987,0,9
8992,0,6
8993,2,6
9007,1,9
9013,0,7
9014,2,7
9020,1,6
9026,1,9
9037,1,6
9040,1,7
9041,1,6
9049,0,6
9053,1,6
9054,2,6
9057,2,8
9064,2,7
9068,0,7
9078,0,7
9084,0,8
9095,2,8
9112,1,8
9117,0,7
9129,2,7
9143,0,8
9150,1,8
9154,1,7
9157,0,9
9160,1,7
9164,1,6
9169,0,8
9182,2,6
9184,2,8
9186,2,6
9191,2,6
9203,2,6
9204,1,7
9218,0,8
9221,0,7
9227,1,7
9231,0,7
9244,0,8
9248,2,9
9251,2,7
9257,1,7
9263,2,6
9266,2,8
9267,2,9
9269,0,6
9272,2,9
9280,1,8
9283,1,6
9284,2,7
9288,1,9
9301,2,8
9302,0,6
9305,1,7
9306,0,8
9311,1,7
9315,0,6
9324,2,9
9331,0,7
9334,1,8
9337,1,8
9343,0,7
9349,1,6
9352,2,6
9363,2,6
9392,0,9
9395,0,9
9420,2,6
9423,0,8
9425,1,8
9428,1,6
9433,2,8
9449,2,9
9471,2,7
9472,2,6
9480,2,9
9501,0,9
9508,2,6
9511,2,7
9519,1,9
9525,2,9
9537,2,8
9550,1,7
9551,1,7
9558,1,6
9562,1,8
9564,1,9
9565,0,9
9567,1,8
9574,1,7
9575,1,7
9576,0,7
9579,2,8
9623,2,9
9632,2,9
9636,1,8
9645,2,8
9651,1,6
9653,0,6
9654,1,8
9661,2,9
9665,1,6
9666,0,6
9668,0,7
9673,2,6
9686,0,6
9690,2,7
9693,1,9
9705,0,7
9710,0,8
9740,0,6
9744,1,9
9757,1,9
9763,0,6
9776,2,8
9782,0,6
9784,2,8
9789,1,8
9790,0,8
9798,0,6
9807,2,7
9823,1,7
9835,1,8
9845,1,6
9850,1,8
9862,0,9
9869,1,8
9881,1,9
9883,1,6
9895,1,8
9905,0,9
9908,1,9
9912,0,9
9944,1,9
9959,2,8
9964,0,8
9965,0,8
9975,0,8
9987,0,6
9994,0,6
9998,2,6
10010,0,9
10012,0,9
10020,1,7
10026,2,6
10028,0,6
10030,0,8
10040,2,8
10052,2,6
10056,2,7
10057,1,9
10058,2,9
10062,2,9
10065,2,8
10067,0,7
10068,2,8
10072,1,8
10073,1,9
10093,0,7
10094,1,6
10100,1,8
10106,2,6
10110,1,7
10114,1,7
10119,0,6
10123,1,7
10127,0,9
10133,0,9
10140,2,8
10144,1,6
10146,2,7
10149,1,8
10152,2,8
10158,1,7
10159,2,6
10164,2,6
10166,0,8
10167,0,9
10170,0,6
10171,2,6
10173,0,8
10194,1,6
10205,0,9
10224,2,6
10233,0,6
10239,0,6
10252,1,8
10257,1,9
10258,1,9
10259,2,8
10271,1,9
10278,1,8
10279,0,9
10284,1,9
10287,1,7
10296,0,8
10308,0,8
10310,0,7
10311,2,7
10313,1,7
10314,1,7
10325,2,6
10327,0,8
10328,0,8
10331,0,8
10338,2,6
10343,2,7
10345,0,9
10347,0,6
10348,1,8
10359,0,6
10362,1,6
10365,1,7
10367,0,8
10370,2,9
10372,0,9
10377,0,6
10383,1,7
10392,1,6
10411,0,6
10423,2,6
10424,1,8
10428,2,6
10429,0,6
10432,0,7
10438,0,6
10439,0,6
10441,0,9
10464,1,9
10467,2,9
10471,1,9
10472,1,8
10478,0,6
10487,2,7
10495,0,9
10505,0,9
10523,0,7
10524,1,7
10525,2,7
10533,0,9
10535,1,8
10537,0,8
10548,1,7
10555,2,6
10559,1,8
10560,1,6
10562,1,8
10565,1,8
10575,2,7
10576,1,9
10583,1,8
10586,2,7
10587,0,6
10588,1,7
10590,0,6
10592,0,9
10596,1,8
10599,1,6
10608,2,7
10611,0,8
10620,2,9
10627,2,7
10629,2,7
10630,2,6
10631,0,9
10632,0,9
10642,2,8
10643,1,6
10649,1,6
10653,1,6
10665,0,7
10669,2,7
10676,2,9
10681,2,6
10684,1,6
10686,2,8
10690,2,8
10693,0,7
10697,1,8
10700,0,7
10709,2,8
10712,0,7
10713,2,6
10717,0,7
10719,0,9
10730,1,6
10740,2,9
10752,2,9
10757,1,7
10772,1,9
10782,1,7
10798,1,6
10800,0,8
10805,2,9
10826,1,6
10829,1,9
10851,2,9
10869,1,6
10871,1,8
10876,1,6
10898,1,8
10899,2,9
10907,2,8
10916,1,6
10922,1,7
10924,0,7
10933,0,7
10937,0,6
10945,0,6
10949,1,6
10953,1,9
10964,0,7
10966,0,9
10974,1,8
10978,0,8
10979,1,9
10980,2,8
11001,2,8
11006,2,6
11007,1,7
11012,0,9
11022,1,7
11024,1,9
11030,0,8
11035,0,9
11038,2,6
11040,0,9
11041,1,7
11046,1,9
11047,0,6
11056,1,6
11058,2,7
11061,2,8
11066,0,8
11068,1,6
11075,1,7
11081,1,6
11082,2,8
11083,1,9
11085,0,7
11088,1,9
11091,0,8
11092,1,9
11093,0,6
11101,1,9
11108,1,8
11109,1,7
11110,0,9
11129,1,8
11150,2,8
11160,0,7
11165,1,7
11167,2,8
11168,0,8
11170,1,6
11173,1,7
11178,0,8
11180,1,8
11183,2,9
11192,2,7
11193,0,6
11195,1,9
11196,1,8
11197,0,7
11218,1,8
11220,2,8
11226,1,7
11234,0,9
11240,2,8
11243,2,8
11260,1,8
11262,0,6
11263,1,9
11274,2,9
11282,1,8
11285,1,8
11292,2,9
11317,0,8
11325,2,8
11330,0,7
11333,2,8
11337,1,7
11345,2,8
11346,1,9
11348,1,6
11349,2,6
11350,2,6
11358,1,8
11359,0,7
11362,2,9
11366,1,6
11368,1,9
11373,2,9
11381,1,6
11393,0,6
11396,0,6
11397,0,7
11400,1,6
11408,1,8
11413,1,6
11416,1,9
11420,2,6
11427,1,9
11433,0,7
11435,0,6
11441,0,7
11464,2,8
11474,0,7
11477,0,7
11482,2,6
11483,1,8
11484,2,9
11532,2,7
11537,0,7
11555,1,6
11558,2,8
11571,0,8
11574,0,6
11579,1,6
11583,0,7
11601,0,6
11606,2,8
11609,2,6
11612,1,9
11614,0,9
11615,2,6
11616,2,7
11620,2,7
11626,2,9
11628,2,8
11640,1,9
11652,2,8
11654,2,9
11657,2,9
11658,0,8
11666,1,9
11672,0,8
11688,0,6
11689,1,6
11708,2,6
11715,1,7
11732,2,7
11750,0,8
11756,0,6
11764,0,9
11766,0,9
11773,1,8
11779,0,9
11782,2,8
11794,2,9
11795,1,7
11816,1,6
11821,2,9
11828,1,7
11831,2,7
11832,1,7
11837,2,8
11840,1,8
11850,0,6
11851,2,8
11854,0,9
11861,2,7
11862,2,6
11866,1,7
11874,0,8
11875,0,6
11876,1,6
11878,2,7
11880,1,9
11883,0,8
11892,0,6
11897,0,6
11898,0,7
11904,0,9
11906,0,8
11910,1,7
11911,1,6
11923,0,7
11930,0,7
11933,1,8
11936,0,6
11937,2,8
11945,1,8
11948,0,7
11957,1,9
11960,0,7
11961,2,6
11963,2,8
11969,2,7
11971,0,8
11978,0,6
11980,1,9
11981,0,7
11983,0,6
